fecha,hora,cliente,tipo,monto
2025-06-02,16:45,Jose,inversion,78705.81
2025-06-02,8:23,Juan,inversion,86635.86
2025-06-02,8:19,Pablo,inversion,24168.61
2025-06-02,18:49,Jose,transferencia,70979.28
2025-06-02,16:50,Cecilia,ingreso,23151.36
2025-06-02,18:29,Pablo,ingreso,30047.04
2025-06-02,9:21,Ana,inversion,77276.84
2025-06-02,18:21,Laura,inversion,69166.24
2025-06-02,14:04,Juan,ingreso,87205.39
2025-06-02,16:44,Pablo,ingreso,71815.78
2025-06-02,13:11,Pablo,ingreso,75701.52
2025-06-02,10:36,Ana,egreso,41522.54
2025-06-02,16:24,Jose,egreso,40922.16
2025-06-02,10:47,Pablo,transferencia,74840.22
2025-06-02,10:28,Ana,inversion,7340.44
2025-06-02,8:44,Pablo,inversion,87094.18
2025-06-02,9:47,Jose,egreso,71181.3
2025-06-02,16:13,Ana,egreso,93993.98
2025-06-02,15:20,Pablo,egreso,36333.49
2025-06-02,17:17,Jose,egreso,83784.03
2025-06-02,8:05,Pablo,egreso,52252.17
2025-06-02,18:02,Jose,egreso,75079.21
2025-06-02,16:45,Juan,transferencia,42047.64
2025-06-02,10:05,Pablo,inversion,16265.0
2025-06-02,18:29,Juan,transferencia,58642.65
2025-06-02,12:33,Juan,egreso,55247.73
2025-06-02,16:44,Laura,inversion,95145.64
2025-06-02,11:04,Laura,egreso,68095.87
2025-06-02,16:41,Jose,transferencia,40627.54
2025-06-02,10:23,Ana,transferencia,45373.54
2025-06-02,15:56,Laura,ingreso,13586.51
2025-06-02,13:36,Pablo,inversion,50868.56
2025-06-02,11:48,Ana,transferencia,48792.86
2025-06-02,16:59,Juan,egreso,98730.93
2025-06-02,8:58,Cecilia,ingreso,89843.58
2025-06-02,18:22,Jose,ingreso,83225.67
2025-06-02,18:15,Pablo,ingreso,17188.35
2025-06-02,15:34,Jose,ingreso,62360.86
2025-06-02,11:44,Ana,transferencia,29709.81
2025-06-02,16:37,Jose,inversion,1994.37
2025-06-02,12:27,Juan,ingreso,47654.65
2025-06-02,14:17,Ana,egreso,16523.17
2025-06-02,9:03,Ana,inversion,56915.37
2025-06-02,8:27,Juan,transferencia,17077.52
2025-06-02,10:57,Ana,egreso,59576.96
2025-06-02,16:46,Cecilia,egreso,83744.82
2025-06-02,18:13,Jose,inversion,44607.76
2025-06-02,10:33,Laura,transferencia,75009.47
2025-06-02,8:47,Ana,inversion,42901.09
2025-06-02,18:41,Cecilia,transferencia,12647.19
2025-06-02,8:15,Juan,inversion,90800.7
2025-06-02,15:14,Ana,inversion,87812.72
2025-06-02,18:49,Laura,ingreso,36057.03
2025-06-02,13:53,Pablo,ingreso,10158.62
2025-06-02,15:09,Cecilia,ingreso,90174.68
2025-06-02,18:00,Pablo,transferencia,65769.89
2025-06-02,17:27,Cecilia,ingreso,40611.29
2025-06-02,10:35,Ana,inversion,34290.62
2025-06-02,15:40,Pablo,transferencia,12109.46
2025-06-02,11:25,Laura,inversion,36417.9
2025-06-02,14:33,Pablo,ingreso,65823.05
2025-06-02,8:09,Juan,ingreso,38487.6
2025-06-02,13:58,Ana,inversion,61823.35
2025-06-02,13:48,Ana,egreso,17152.32
2025-06-02,8:52,Ana,inversion,9833.71
2025-06-02,9:02,Pablo,ingreso,58544.87
2025-06-02,12:24,Juan,transferencia,44416.28
2025-06-02,14:10,Laura,egreso,83945.9
2025-06-02,17:20,Juan,transferencia,9576.34
2025-06-02,10:24,Pablo,ingreso,62386.42
2025-06-02,10:47,Ana,transferencia,87371.75
2025-06-02,17:39,Ana,transferencia,88606.43
2025-06-02,13:41,Ana,ingreso,63442.52
2025-06-02,16:55,Cecilia,ingreso,62443.58
2025-06-02,10:35,Juan,ingreso,96852.57
2025-06-02,18:55,Laura,inversion,14471.23
2025-06-02,15:59,Laura,inversion,20193.67
2025-06-02,16:41,Jose,egreso,3754.01
2025-06-02,16:20,Ana,egreso,28179.95
2025-06-02,17:02,Cecilia,transferencia,78200.64
2025-06-02,18:04,Ana,ingreso,84745.16
2025-06-02,17:03,Ana,egreso,99478.49
2025-06-02,18:04,Laura,transferencia,3583.74
2025-06-02,15:13,Pablo,egreso,28659.38
2025-06-02,15:55,Ana,egreso,65012.48
2025-06-02,9:16,Jose,inversion,23430.74
2025-06-02,11:41,Pablo,inversion,39823.67
2025-06-02,16:19,Laura,ingreso,71563.91
2025-06-02,15:02,Ana,inversion,40954.02
2025-06-02,16:42,Ana,egreso,71483.33
2025-06-02,17:36,Cecilia,inversion,53411.69
2025-06-02,9:33,Pablo,transferencia,90251.26
2025-06-02,8:09,Pablo,ingreso,97059.67
2025-06-02,13:51,Pablo,egreso,64875.31
2025-06-02,14:32,Cecilia,ingreso,67688.89
2025-06-02,15:57,Ana,ingreso,12624.08
2025-06-02,15:57,Juan,egreso,48535.72
2025-06-02,15:46,Ana,inversion,20217.91
2025-06-02,17:28,Juan,inversion,96959.3
2025-06-02,12:06,Ana,inversion,44976.95
