fecha,hora,cliente,tipo,monto
2025-06-07,13:10,Laura,ingreso,75767.09
2025-06-07,10:20,Jose,inversion,15649.17
2025-06-07,12:52,Pablo,transferencia,96398.29
2025-06-07,18:23,Juan,ingreso,61299.74
2025-06-07,9:16,Pablo,ingreso,5458.32
2025-06-07,8:23,Pablo,transferencia,76783.59
2025-06-07,10:31,Laura,inversion,13491.13
2025-06-07,17:51,Juan,egreso,5294.82
2025-06-07,18:25,Laura,ingreso,37294.22
2025-06-07,17:32,Pablo,transferencia,95797.22
2025-06-07,10:20,Pablo,ingreso,18809.01
2025-06-07,8:52,Laura,ingreso,79422.55
2025-06-07,10:46,Cecilia,transferencia,90404.19
2025-06-07,9:21,Ana,transferencia,70990.77
2025-06-07,17:40,Cecilia,transferencia,80999.77
2025-06-07,16:38,Laura,ingreso,6393.37
2025-06-07,15:03,Cecilia,inversion,87432.26
2025-06-07,17:26,Jose,transferencia,1495.2
2025-06-07,13:11,Pablo,transferencia,35950.33
2025-06-07,10:32,Laura,inversion,80512.17
2025-06-07,13:40,Ana,transferencia,38822.99
2025-06-07,10:06,Laura,ingreso,86977.14
2025-06-07,18:17,Laura,ingreso,79611.01
2025-06-07,16:49,Laura,egreso,25762.73
2025-06-07,16:13,Juan,inversion,64898.26
2025-06-07,14:21,Ana,transferencia,50611.44
2025-06-07,12:56,Pablo,transferencia,35815.98
2025-06-07,8:12,Jose,transferencia,14681.73
2025-06-07,12:28,Jose,transferencia,64248.21
2025-06-07,17:16,Cecilia,inversion,10958.23
2025-06-07,12:50,Ana,inversion,12729.95
2025-06-07,12:52,Cecilia,inversion,79565.89
2025-06-07,13:11,Jose,egreso,6990.35
2025-06-07,10:50,Jose,inversion,9580.87
2025-06-07,16:28,Laura,inversion,52430.65
2025-06-07,16:38,Jose,egreso,50233.99
2025-06-07,10:51,Juan,inversion,23182.61
2025-06-07,8:24,Ana,transferencia,61463.96
2025-06-07,14:24,Laura,transferencia,50917.45
2025-06-07,17:23,Cecilia,ingreso,34378.27
2025-06-07,10:32,Ana,transferencia,68540.89
2025-06-07,18:14,Jose,ingreso,79026.64
2025-06-07,15:27,Juan,egreso,44569.49
2025-06-07,18:51,Pablo,egreso,68923.19
2025-06-07,14:20,Jose,egreso,20453.07
2025-06-07,13:51,Ana,transferencia,82029.94
2025-06-07,9:01,Cecilia,transferencia,67869.31
2025-06-07,13:22,Pablo,egreso,5860.08
2025-06-07,8:00,Juan,inversion,21968.6
2025-06-07,13:46,Laura,ingreso,99790.31
2025-06-07,16:07,Ana,transferencia,52999.99
2025-06-07,17:27,Pablo,inversion,82778.78
2025-06-07,13:24,Ana,inversion,8140.36
2025-06-07,15:37,Juan,transferencia,27771.72
2025-06-07,18:53,Pablo,transferencia,71281.3
2025-06-07,13:16,Jose,ingreso,24307.79
2025-06-07,12:23,Pablo,inversion,42150.33
2025-06-07,12:22,Ana,transferencia,42767.23
2025-06-07,11:23,Laura,transferencia,55131.58
2025-06-07,10:22,Cecilia,transferencia,84916.16
2025-06-07,12:01,Juan,egreso,79742.25
2025-06-07,18:05,Pablo,egreso,24301.6
2025-06-07,15:25,Juan,inversion,56249.48
2025-06-07,14:48,Jose,inversion,90709.34
2025-06-07,13:29,Pablo,inversion,22353.64
2025-06-07,10:03,Jose,egreso,36508.93
2025-06-07,16:31,Pablo,egreso,14431.13
2025-06-07,17:48,Cecilia,transferencia,85207.71
2025-06-07,8:02,Laura,egreso,44273.94
2025-06-07,18:42,Laura,ingreso,12001.82
2025-06-07,13:26,Jose,inversion,2896.97
2025-06-07,14:58,Juan,egreso,58684.51
2025-06-07,11:37,Pablo,egreso,60959.9
2025-06-07,11:46,Juan,inversion,83518.8
2025-06-07,15:29,Juan,transferencia,20433.3
2025-06-07,11:08,Ana,inversion,29342.83
2025-06-07,17:11,Ana,egreso,7553.44
2025-06-07,16:00,Ana,transferencia,59469.8
2025-06-07,10:02,Ana,ingreso,43420.19
2025-06-07,16:09,Juan,transferencia,93797.87
2025-06-07,10:04,Cecilia,ingreso,2570.69
2025-06-07,14:58,Ana,inversion,43412.5
2025-06-07,16:50,Ana,egreso,31142.22
2025-06-07,15:35,Pablo,transferencia,81520.51
2025-06-07,13:08,Ana,ingreso,43502.85
2025-06-07,17:35,Juan,transferencia,19314.35
2025-06-07,15:16,Jose,ingreso,92558.96
2025-06-07,13:53,Juan,egreso,18421.02
2025-06-07,15:07,Juan,egreso,38741.36
2025-06-07,15:31,Laura,egreso,99950.17
2025-06-07,16:43,Jose,inversion,21127.9
2025-06-07,16:14,Pablo,ingreso,54273.13
2025-06-07,13:26,Pablo,egreso,27386.19
2025-06-07,18:10,Cecilia,transferencia,58859.22
2025-06-07,8:13,Pablo,inversion,37435.96
2025-06-07,11:46,Cecilia,transferencia,61206.04
2025-06-07,10:08,Ana,egreso,79237.69
2025-06-07,10:18,Cecilia,inversion,94945.47
2025-06-07,16:22,Pablo,egreso,15418.39
2025-06-07,10:50,Laura,egreso,4596.35
