fecha,hora,cliente,tipo,monto
2025-06-03,10:45,Cecilia,transferencia,25670.53
2025-06-03,17:58,Pablo,inversion,51091.93
2025-06-03,15:06,Cecilia,inversion,2536.83
2025-06-03,17:15,Ana,ingreso,50677.16
2025-06-03,10:13,Juan,inversion,27192.5
2025-06-03,12:27,Laura,inversion,95557.42
2025-06-03,13:54,Juan,ingreso,30818.31
2025-06-03,10:47,Cecilia,ingreso,76725.24
2025-06-03,14:13,Ana,ingreso,60580.21
2025-06-03,13:19,Ana,inversion,52889.07
2025-06-03,12:09,Juan,egreso,61640.04
2025-06-03,18:17,Ana,ingreso,98802.09
2025-06-03,8:46,Juan,transferencia,15599.16
2025-06-03,11:24,Jose,egreso,75277.46
2025-06-03,10:23,Laura,transferencia,78139.7
2025-06-03,18:16,Laura,inversion,25230.11
2025-06-03,12:17,Laura,ingreso,13208.28
2025-06-03,9:25,Ana,transferencia,50383.32
2025-06-03,13:30,Laura,inversion,90293.57
2025-06-03,16:32,Pablo,egreso,97896.79
2025-06-03,18:27,Pablo,egreso,57554.69
2025-06-03,10:09,Jose,transferencia,74891.99
2025-06-03,8:07,Cecilia,inversion,91567.56
2025-06-03,9:33,Pablo,ingreso,73752.15
2025-06-03,16:39,Jose,transferencia,46112.91
2025-06-03,13:14,Juan,ingreso,18612.9
2025-06-03,9:10,Jose,inversion,99935.68
2025-06-03,18:29,Jose,transferencia,85279.19
2025-06-03,11:27,Cecilia,ingreso,69818.81
2025-06-03,9:02,Cecilia,transferencia,58578.68
2025-06-03,13:26,Cecilia,ingreso,35054.95
2025-06-03,16:43,Jose,transferencia,85430.3
2025-06-03,11:00,Juan,inversion,10072.45
2025-06-03,15:25,Cecilia,ingreso,90627.0
2025-06-03,11:12,Cecilia,transferencia,21357.89
2025-06-03,11:31,Pablo,transferencia,45612.74
2025-06-03,16:17,Jose,inversion,93943.35
2025-06-03,9:52,Jose,ingreso,61612.86
2025-06-03,14:24,Cecilia,egreso,73494.76
2025-06-03,12:42,Pablo,inversion,77377.32
2025-06-03,12:55,Cecilia,inversion,55582.34
2025-06-03,8:27,Juan,transferencia,36831.16
2025-06-03,14:38,Cecilia,inversion,55841.91
2025-06-03,15:21,Laura,egreso,72338.21
2025-06-03,12:00,Pablo,ingreso,21670.56
2025-06-03,8:08,Laura,inversion,54538.57
2025-06-03,18:06,Laura,transferencia,90793.13
2025-06-03,10:01,Jose,egreso,28850.26
2025-06-03,13:03,Juan,transferencia,79316.97
2025-06-03,11:36,Cecilia,inversion,30377.34
2025-06-03,16:25,Pablo,egreso,45230.81
2025-06-03,15:19,Pablo,inversion,83538.21
2025-06-03,8:06,Laura,inversion,35602.76
2025-06-03,18:26,Ana,transferencia,80519.74
2025-06-03,8:30,Jose,inversion,24736.73
2025-06-03,15:12,Cecilia,ingreso,55792.41
2025-06-03,10:42,Cecilia,inversion,32340.86
2025-06-03,15:23,Cecilia,ingreso,51669.34
2025-06-03,17:47,Cecilia,transferencia,8926.77
2025-06-03,18:12,Pablo,ingreso,42831.97
2025-06-03,10:20,Pablo,transferencia,38211.21
2025-06-03,8:41,Pablo,ingreso,68282.36
2025-06-03,9:41,Jose,transferencia,75157.28
2025-06-03,15:57,Juan,ingreso,55577.96
2025-06-03,12:07,Jose,ingreso,17016.68
2025-06-03,12:12,Ana,ingreso,40146.56
2025-06-03,18:53,Ana,transferencia,83999.27
2025-06-03,14:45,Cecilia,ingreso,5707.27
2025-06-03,16:07,Juan,transferencia,76224.99
2025-06-03,9:46,Ana,transferencia,18870.59
2025-06-03,15:36,Juan,inversion,14407.88
2025-06-03,13:32,Jose,ingreso,13322.86
2025-06-03,18:17,Ana,ingreso,39599.36
2025-06-03,13:14,Juan,inversion,39413.66
2025-06-03,12:38,Cecilia,egreso,22134.18
2025-06-03,9:25,Ana,egreso,38209.06
2025-06-03,11:31,Cecilia,transferencia,90320.33
2025-06-03,13:04,Pablo,ingreso,54273.66
2025-06-03,11:46,Laura,transferencia,30940.65
2025-06-03,11:54,Cecilia,transferencia,28065.55
2025-06-03,16:08,Jose,ingreso,1594.61
2025-06-03,10:45,Pablo,transferencia,28381.63
2025-06-03,11:37,Jose,inversion,34367.73
2025-06-03,17:51,Juan,transferencia,47542.64
2025-06-03,15:55,Pablo,ingreso,91037.38
2025-06-03,9:42,Cecilia,inversion,35950.55
2025-06-03,15:35,Cecilia,egreso,40637.93
2025-06-03,17:24,Pablo,egreso,52358.04
2025-06-03,17:42,Laura,transferencia,89327.87
2025-06-03,9:20,Ana,egreso,63632.66
2025-06-03,9:21,Pablo,transferencia,86720.1
2025-06-03,16:58,Juan,egreso,98586.25
2025-06-03,18:04,Ana,ingreso,80539.63
2025-06-03,9:21,Pablo,egreso,20907.03
2025-06-03,16:14,Jose,ingreso,48692.63
2025-06-03,8:14,Jose,transferencia,26524.63
2025-06-03,8:16,Juan,inversion,37046.93
2025-06-03,16:32,Cecilia,transferencia,28438.03
2025-06-03,16:46,Cecilia,egreso,34693.19
2025-06-03,17:30,Jose,ingreso,57339.3
